Protein	Contig	Genome	Classification	Function	Final AVG Probability	Final AVG Confidence Level
vRhyme_bin_11__MHr2D2E2F_000000121636_2	vRhyme_bin_11__MHr2D2E2F_000000121636	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000121636_3	vRhyme_bin_11__MHr2D2E2F_000000121636	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000121636_4	vRhyme_bin_11__MHr2D2E2F_000000121636	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000121636_5	vRhyme_bin_11__MHr2D2E2F_000000121636	MHr2D2E2F_vRhyme_bin_11	regulatory	Global regulator protein family	0.4461	high
vRhyme_bin_11__MHr2D2E2F_000000121636_6	vRhyme_bin_11__MHr2D2E2F_000000121636	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000121636_7	vRhyme_bin_11__MHr2D2E2F_000000121636	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000121636_8	vRhyme_bin_11__MHr2D2E2F_000000121636	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000121636_9	vRhyme_bin_11__MHr2D2E2F_000000121636	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000121636_10	vRhyme_bin_11__MHr2D2E2F_000000121636	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000121636_11	vRhyme_bin_11__MHr2D2E2F_000000121636	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000121636_12	vRhyme_bin_11__MHr2D2E2F_000000121636	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000121636_13	vRhyme_bin_11__MHr2D2E2F_000000121636	MHr2D2E2F_vRhyme_bin_11	unclassified	DNA methylase	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000121636_14	vRhyme_bin_11__MHr2D2E2F_000000121636	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000121636_15	vRhyme_bin_11__MHr2D2E2F_000000121636	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000121636_16	vRhyme_bin_11__MHr2D2E2F_000000121636	MHr2D2E2F_vRhyme_bin_11	unclassified	norQ; nitric oxide reductase NorQ protein	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000121636_17	vRhyme_bin_11__MHr2D2E2F_000000121636	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000136596_1	vRhyme_bin_11__MHr2D2E2F_000000136596	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000136596_2	vRhyme_bin_11__MHr2D2E2F_000000136596	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000136596_3	vRhyme_bin_11__MHr2D2E2F_000000136596	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000136596_4	vRhyme_bin_11__MHr2D2E2F_000000136596	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000136596_5	vRhyme_bin_11__MHr2D2E2F_000000136596	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000136596_6	vRhyme_bin_11__MHr2D2E2F_000000136596	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000136596_7	vRhyme_bin_11__MHr2D2E2F_000000136596	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000136596_8	vRhyme_bin_11__MHr2D2E2F_000000136596	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000136596_9	vRhyme_bin_11__MHr2D2E2F_000000136596	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000136596_10	vRhyme_bin_11__MHr2D2E2F_000000136596	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000136596_11	vRhyme_bin_11__MHr2D2E2F_000000136596	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000136596_12	vRhyme_bin_11__MHr2D2E2F_000000136596	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000136596_13	vRhyme_bin_11__MHr2D2E2F_000000136596	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000136596_14	vRhyme_bin_11__MHr2D2E2F_000000136596	MHr2D2E2F_vRhyme_bin_11	unclassified	K09005; uncharacterized protein	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000136596_15	vRhyme_bin_11__MHr2D2E2F_000000136596	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000136596_16	vRhyme_bin_11__MHr2D2E2F_000000136596	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_1	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_2	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_3	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_4	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_5	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_6	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_7	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_8	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_9	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_10	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_11	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_12	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_13	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_14	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_15	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_16	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_17	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_18	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_19	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_20	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_21	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified	herA; DNA double-strand break repair helicase HerA and related ATPase	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_22	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_23	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_24	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_25	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_26	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_27	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000151933_28	vRhyme_bin_11__MHr2D2E2F_000000151933	MHr2D2E2F_vRhyme_bin_11	unclassified	D12 class N6 adenine-specific DNA methyltransferase	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_1	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_2	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_3	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_4	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_5	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	metabolic	ABC.SN.P; NitT/TauT family transport system permease protein	1.0	very high
vRhyme_bin_11__MHr2D2E2F_000000167594_6	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_7	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified	ABC.SN.A; NitT/TauT family transport system ATP-binding protein	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_8	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_9	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_10	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_11	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_12	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_13	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_14	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_15	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_16	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_17	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_18	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_19	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_20	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_21	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_22	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_23	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_24	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_25	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_26	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_27	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_28	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_29	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified	HNH endonuclease	0.0852	medium
vRhyme_bin_11__MHr2D2E2F_000000167594_30	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_31	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified	PD-(D/E)XK endonuclease	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_32	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000167594_33	vRhyme_bin_11__MHr2D2E2F_000000167594	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_1	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_2	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_3	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_4	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_5	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_6	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_7	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_8	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_9	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_10	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_11	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_12	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_13	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_14	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_15	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified	Family of unknown function (DUF6283)	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_16	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_17	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_18	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_19	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_20	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_21	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_22	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_23	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_24	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_25	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_26	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_27	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_28	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_29	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_30	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000172760_31	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		1.0	very high
vRhyme_bin_11__MHr2D2E2F_000000172760_32	vRhyme_bin_11__MHr2D2E2F_000000172760	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_1	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified	ku; DNA end-binding protein Ku	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_2	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_3	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_4	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_5	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_6	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_7	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_8	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_9	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_10	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_11	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_12	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_13	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_14	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified	lig; DNA ligase [EC:6.5.1.1]	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_15	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_16	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_17	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_18	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_19	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_20	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_21	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_22	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_23	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_24	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified	Family of unknown function (DUF6744)	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_25	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_26	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_27	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified	HNH endonuclease	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_28	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_29	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified	ATPase	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_30	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified	apaH; bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41]	0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_31	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000251315_32	vRhyme_bin_11__MHr2D2E2F_000000251315	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
vRhyme_bin_11__MHr2D2E2F_000000286237_1	vRhyme_bin_11__MHr2D2E2F_000000286237	MHr2D2E2F_vRhyme_bin_11	unclassified		0.0	low
